# Labels for CHK002 (unused dependency) / CHK003 (missing dependency) findings
# on the §17 OSS validation set. `fp`/`tp` are ground truth; `deferred` records
# heuristic triage that still needs validation.
#
# Tab-separated columns (lines starting with # and blank lines are ignored):
#   slug          project slug from scripts/oss-clones.manifest
#   code          CHK002 | CHK003
#   target        stable JSON target field (was distribution for dep rules)
#   verdict       fp | tp | deferred
#   bucket        root-cause bucket for CHK003 fp or deferred; use - otherwise
#   note          short justification (how it was verified)
#
# Bucket vocabulary (CHK003 fp/deferred): map-gap | workspace-boundary | optional-import |
# dev-context | transitive-policy | metadata-gap
#
# scripts/oss-metrics.sh matches findings on (slug, code, target).
# Unlabeled findings are unknown; unknown and deferred block CHK002 FP gate.
#
# slug	code	target	verdict	bucket	note
fastapi	CHK003	tests/test_tutorial/test_request_forms/test_tutorial001_an_py39.py:docs_src.request_forms.tutorial001_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_request_forms_and_files/test_tutorial001.py:docs_src.request_forms_and_files.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_request_forms_and_files/test_tutorial001_an.py:docs_src.request_forms_and_files.tutorial001_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_request_forms_and_files/test_tutorial001_an_py39.py:docs_src.request_forms_and_files.tutorial001_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_response_change_status_code/test_tutorial001.py:docs_src.response_change_status_code.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_response_cookies/test_tutorial001.py:docs_src.response_cookies.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_response_cookies/test_tutorial002.py:docs_src.response_cookies.tutorial002	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_response_headers/test_tutorial001.py:docs_src.response_headers.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_response_headers/test_tutorial002.py:docs_src.response_headers.tutorial002	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_response_model/test_tutorial003.py:docs_src.response_model.tutorial003	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_response_model/test_tutorial003_01.py:docs_src.response_model.tutorial003_01	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_response_model/test_tutorial003_01_py310.py:docs_src.response_model.tutorial003_01_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_response_model/test_tutorial003_02.py:docs_src.response_model.tutorial003_02	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_response_model/test_tutorial003_03.py:docs_src.response_model.tutorial003_03	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_response_model/test_tutorial003_04.py:docs_src.response_model.tutorial003_04	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_response_model/test_tutorial003_04_py310.py:docs_src.response_model.tutorial003_04_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_response_model/test_tutorial003_05.py:docs_src.response_model.tutorial003_05	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_response_model/test_tutorial003_05_py310.py:docs_src.response_model.tutorial003_05_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_response_model/test_tutorial003_py310.py:docs_src.response_model.tutorial003_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_response_model/test_tutorial004.py:docs_src.response_model.tutorial004	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_response_model/test_tutorial004_py310.py:docs_src.response_model.tutorial004_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_response_model/test_tutorial004_py39.py:docs_src.response_model.tutorial004_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_response_model/test_tutorial005.py:docs_src.response_model.tutorial005	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_response_model/test_tutorial005_py310.py:docs_src.response_model.tutorial005_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_response_model/test_tutorial006.py:docs_src.response_model.tutorial006	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_response_model/test_tutorial006_py310.py:docs_src.response_model.tutorial006_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_schema_extra_example/test_tutorial001.py:docs_src.schema_extra_example.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_schema_extra_example/test_tutorial001_pv1.py:docs_src.schema_extra_example.tutorial001_pv1	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_schema_extra_example/test_tutorial001_py310.py:docs_src.schema_extra_example.tutorial001_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_schema_extra_example/test_tutorial001_py310_pv1.py:docs_src.schema_extra_example.tutorial001_py310_pv1	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_schema_extra_example/test_tutorial004.py:docs_src.schema_extra_example.tutorial004	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_schema_extra_example/test_tutorial004_an.py:docs_src.schema_extra_example.tutorial004_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_schema_extra_example/test_tutorial004_an_py310.py:docs_src.schema_extra_example.tutorial004_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_schema_extra_example/test_tutorial004_an_py39.py:docs_src.schema_extra_example.tutorial004_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_schema_extra_example/test_tutorial004_py310.py:docs_src.schema_extra_example.tutorial004_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_schema_extra_example/test_tutorial005.py:docs_src.schema_extra_example.tutorial005	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_schema_extra_example/test_tutorial005_an.py:docs_src.schema_extra_example.tutorial005_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_schema_extra_example/test_tutorial005_an_py310.py:docs_src.schema_extra_example.tutorial005_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_schema_extra_example/test_tutorial005_an_py39.py:docs_src.schema_extra_example.tutorial005_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_schema_extra_example/test_tutorial005_py310.py:docs_src.schema_extra_example.tutorial005_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial001.py:docs_src.security.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial001_an.py:docs_src.security.tutorial001_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial001_an_py39.py:docs_src.security.tutorial001_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial003.py:docs_src.security.tutorial003	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial003_an.py:docs_src.security.tutorial003_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial003_an_py310.py:docs_src.security.tutorial003_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial003_an_py39.py:docs_src.security.tutorial003_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial003_py310.py:docs_src.security.tutorial003_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial005.py:docs_src.security.tutorial005	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial005_an.py:docs_src.security.tutorial005_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial005_an_py310.py:docs_src.security.tutorial005_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial005_an_py310.py:docs_src.security.tutorial005_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial005_an_py310.py:docs_src.security.tutorial005_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial005_an_py310.py:docs_src.security.tutorial005_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial005_an_py39.py:docs_src.security.tutorial005_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial005_an_py39.py:docs_src.security.tutorial005_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial005_an_py39.py:docs_src.security.tutorial005_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial005_an_py39.py:docs_src.security.tutorial005_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial005_py310.py:docs_src.security.tutorial005_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial005_py310.py:docs_src.security.tutorial005_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial005_py310.py:docs_src.security.tutorial005_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial005_py310.py:docs_src.security.tutorial005_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial005_py39.py:docs_src.security.tutorial005_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial005_py39.py:docs_src.security.tutorial005_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial005_py39.py:docs_src.security.tutorial005_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial005_py39.py:docs_src.security.tutorial005_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial006.py:docs_src.security.tutorial006	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial006_an.py:docs_src.security.tutorial006_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_security/test_tutorial006_an_py39.py:docs_src.security.tutorial006_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_separate_openapi_schemas/test_tutorial001.py:docs_src.separate_openapi_schemas.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_separate_openapi_schemas/test_tutorial001_py310.py:docs_src.separate_openapi_schemas.tutorial001_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_separate_openapi_schemas/test_tutorial001_py39.py:docs_src.separate_openapi_schemas.tutorial001_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_separate_openapi_schemas/test_tutorial002.py:docs_src.separate_openapi_schemas.tutorial002	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_separate_openapi_schemas/test_tutorial002_py310.py:docs_src.separate_openapi_schemas.tutorial002_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_separate_openapi_schemas/test_tutorial002_py39.py:docs_src.separate_openapi_schemas.tutorial002_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_settings/test_app02.py:docs_src.settings.app02	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_settings/test_app02.py:docs_src.settings.app02	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_settings/test_tutorial001.py:docs_src.settings.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_settings/test_tutorial001_pv1.py:docs_src.settings.tutorial001_pv1	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_sql_databases/test_sql_databases.py:docs_src.sql_databases.sql_app	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_sql_databases/test_sql_databases_middleware.py:docs_src.sql_databases.sql_app	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_sql_databases/test_sql_databases_middleware_py310.py:docs_src.sql_databases.sql_app_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_sql_databases/test_sql_databases_middleware_py39.py:docs_src.sql_databases.sql_app_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_sql_databases/test_sql_databases_py310.py:docs_src.sql_databases.sql_app_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_sql_databases/test_sql_databases_py39.py:docs_src.sql_databases.sql_app_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_sql_databases/test_testing_databases.py:docs_src.sql_databases.sql_app.tests	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_sql_databases/test_testing_databases_py310.py:docs_src.sql_databases.sql_app_py310.tests	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_sql_databases/test_testing_databases_py39.py:docs_src.sql_databases.sql_app_py39.tests	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_sub_applications/test_tutorial001.py:docs_src.sub_applications.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_templates/test_tutorial001.py:docs_src.templates.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing/test_main.py:docs_src.app_testing.test_main	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing/test_main_b.py:docs_src.app_testing.app_b	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing/test_main_b_an.py:docs_src.app_testing.app_b_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing/test_main_b_an_py310.py:docs_src.app_testing.app_b_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing/test_main_b_an_py39.py:docs_src.app_testing.app_b_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing/test_main_b_py310.py:docs_src.app_testing.app_b_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing/test_tutorial001.py:docs_src.app_testing.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing/test_tutorial002.py:docs_src.app_testing.tutorial002	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing/test_tutorial003.py:docs_src.app_testing.tutorial003	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001.py:docs_src.dependency_testing.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001_an.py:docs_src.dependency_testing.tutorial001_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001_an_py310.py:docs_src.dependency_testing.tutorial001_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001_an_py310.py:docs_src.dependency_testing.tutorial001_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001_an_py310.py:docs_src.dependency_testing.tutorial001_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001_an_py310.py:docs_src.dependency_testing.tutorial001_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001_an_py310.py:docs_src.dependency_testing.tutorial001_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001_an_py310.py:docs_src.dependency_testing.tutorial001_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001_an_py310.py:docs_src.dependency_testing.tutorial001_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001_an_py39.py:docs_src.dependency_testing.tutorial001_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001_an_py39.py:docs_src.dependency_testing.tutorial001_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001_an_py39.py:docs_src.dependency_testing.tutorial001_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001_an_py39.py:docs_src.dependency_testing.tutorial001_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001_an_py39.py:docs_src.dependency_testing.tutorial001_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001_an_py39.py:docs_src.dependency_testing.tutorial001_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001_an_py39.py:docs_src.dependency_testing.tutorial001_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001_py310.py:docs_src.dependency_testing.tutorial001_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001_py310.py:docs_src.dependency_testing.tutorial001_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001_py310.py:docs_src.dependency_testing.tutorial001_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001_py310.py:docs_src.dependency_testing.tutorial001_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001_py310.py:docs_src.dependency_testing.tutorial001_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001_py310.py:docs_src.dependency_testing.tutorial001_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_testing_dependencies/test_tutorial001_py310.py:docs_src.dependency_testing.tutorial001_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_websockets/test_tutorial001.py:docs_src.websockets.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_websockets/test_tutorial002.py:docs_src.websockets.tutorial002	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_websockets/test_tutorial002_an.py:docs_src.websockets.tutorial002_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_websockets/test_tutorial002_an_py310.py:docs_src.websockets.tutorial002_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_websockets/test_tutorial002_an_py39.py:docs_src.websockets.tutorial002_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_websockets/test_tutorial002_py310.py:docs_src.websockets.tutorial002_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_websockets/test_tutorial003.py:docs_src.websockets.tutorial003	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_websockets/test_tutorial003_py39.py:docs_src.websockets.tutorial003_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_websockets/test_tutorial003_py39.py:docs_src.websockets.tutorial003_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_wsgi/test_tutorial001.py:docs_src.wsgi.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	src/flask/app.py:_typeshed.wsgi	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	src/flask/app.py:_typeshed.wsgi	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	src/flask/cli.py:_typeshed.wsgi	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	src/flask/cli.py:_typeshed.wsgi	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	src/flask/cli.py:_typeshed.wsgi	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	src/flask/cli.py:cryptography	fp	optional-import	auto: optional try-import not treated as hard missing dep
flask	CHK003	src/flask/config.py:typing_extensions	deferred	transitive-policy	deferred: no lockfile — declaration/transitive boundary needs validation
flask	CHK003	src/flask/ctx.py:_typeshed.wsgi	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	src/flask/json/tag.py:markupsafe	deferred	transitive-policy	deferred: no lockfile — declaration/transitive boundary needs validation
flask	CHK003	src/flask/sessions.py:typing_extensions	deferred	transitive-policy	deferred: no lockfile — declaration/transitive boundary needs validation
flask	CHK003	src/flask/testing.py:_typeshed.wsgi	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	src/flask/typing.py:_typeshed.wsgi	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/conftest.py:_pytest	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/conftest.py:pytest	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_appctx.py:pytest	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_async.py:pytest	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_basic.py:markupsafe	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_basic.py:pytest	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_blueprints.py:pytest	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_cli.py:_pytest.monkeypatch	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_cli.py:pytest	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_config.py:pytest	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_helpers.py:pytest	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_instance_config.py:config_module_app	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_instance_config.py:config_package_app	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_instance_config.py:installed_package	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_instance_config.py:pytest	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_instance_config.py:site_app	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_instance_config.py:site_package	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_json.py:pytest	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_json_tag.py:markupsafe	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_json_tag.py:pytest	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_logging.py:pytest	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_reqctx.py:greenlet	fp	optional-import	auto: optional try-import not treated as hard missing dep
flask	CHK003	tests/test_reqctx.py:pytest	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_templating.py:markupsafe	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_templating.py:pytest	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_testing.py:pytest	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_user_error_handler.py:pytest	deferred	dev-context	deferred: verify test/docs/typing dependency policy
flask	CHK003	tests/test_views.py:pytest	deferred	dev-context	deferred: verify test/docs/typing dependency policy
